,,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,ts_code,ann_date,name,gender,birth_year,edu,nationality,begin_date,end_date,resume
625,1656,160311.SZ,华夏蓝筹LOF,华夏基金,交通银行,混合型,20070424,,20070528,20070427,,111.3059,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,混合型,契约型开放式,,20070530,20070528,E,160311.SZ,20211231,李彦,M,,硕士,中国,20211230,,2013年07月04日起于华夏基金管理有限公司从事一般证券投资基金业务。曾任研究员、基金经理助理。2020年6月起担任华夏兴和混合型证券投资基金基金经理。2021年12月起任华夏蓝筹核心混合型证券投资基金(LOF)基金经理。
626,1650,160314.SZ,华夏行业LOF,华夏基金,中国银行,混合型,20071122,,20080114,20071127,,142.4722,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20090114,20080114,E,160314.SZ,20190821,王劲松,M,1977,博士,中国,20190819,,经济学博士，毕业于复旦大学世界经济系，通过CFA第三级考试。曾在华安基金管理有限公司从事新产品开发工作。历任银河基金管理有限公司行业研究员，银河稳健证券投资基金与银河收益证券投资基金的基金经理助理，2007年1月至2008年4月任银河稳健证券投资基金基金经理。2008年4月加入华夏基金管理有限公司，曾任机构投资部总经理助理、机构投资部执行副总经理、机构投资总监、机构权益投资部行政负责人等。2019年8月起任华夏行业精选混合型证券投资基金(LOF)基金经理。2020年5月至2021年8月任华夏新起点灵活配置混合型证券投资基金基金经理。2020年5月至2021年8月任华夏行业景气混合型证券投资基金基金经理。
627,901,160322.SZ,港股精选LOF,华夏基金,中国建设银行,股票型,20161111,,20170724,20161010,,3.7896,1.5,0.25,,1.0,0.1,,恒生综合指数收益率*90%+同期人民币活期存款利率*10%,L,股票型,契约型开放式,,20170105,20170105,E,160322.SZ,20180119,黄芳,F,,硕士,中国,20180117,,2008年7月至2011年10月，曾任中国国际金融有限公司研究部研究员等。2011年11月加入华夏基金管理有限公司，曾任国际投资部研究员、基金经理助理等。2018年1月起任华夏港股通精选股票型发起式证券投资基金(LOF)基金经理。2018年7月起任华夏大中华企业精选灵活配置混合型证券投资基金(QDII)基金经理。
628,880,160323.SZ,华夏磐泰LOF,华夏基金,中国工商银行,混合型,20161226,,20170315,20161123,,2.3543,1.0,0.2,,1.0,0.1,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20180626,20180626,E,160323.SZ,20220122,毛颖,F,,硕士,中国,20220120,,"北京大学金融学硕士。2002年7月至2003年8月，曾任西南证券研究员等。2003年8月至2009年1月，曾任原中信基金研究员、基金经理助理等。2009年1月加入华夏基金管理有限公司，曾任固定收益部研究员等。2013年5月至2019年1月任华夏稳定双利债券型证券投资基金基金经理。2016年8月至2018年12月担任华夏新锦绣灵活配置混合型证券投资基金基金经理。2017年1月至2019年1月任华夏磐泰定期开放混合型证券投资基金(LOF)(2018年7月17号起转型为华夏磐泰混合型证券投资基金(LOF))基金经理。2017年9月至2019年5月担任华夏恒融一年定期开放债券型证券投资基金基金经理。2017年9月至2018年12月任华夏新趋势灵活配置混合型证券投资基金。2017年9月至2018年9月担任华夏新锦图灵活配置混合型证券投资基金基金经理。2017年9月至2018年5月任华夏新锦略灵活配置混合型证券投资基金基金经理。2017年9月至2018年12月任华夏圆和灵活配置混合型证券投资基金基金经理。2017年10月至2018年12月任华夏鼎诺三个月定期开放债券型发起式证券投资基金,华夏鼎瑞三个月定期开放债券型发起式证券投资基金基金经理.2017年10月至2018年12月任华夏鼎祥三个月定期开放债券型发起式证券投资基金基金经理。2018年1月至2022年1月任华夏睿磐泰荣混合型证券投资基金基金经理。2022年1月起任华夏磐泰混合型证券投资基金(LOF)基金经理。2022年1月起任华夏睿磐泰盛混合型证券投资基金基金经理。"
629,842,160324.SZ,华夏磐晟LOF,华夏基金,中国银行,混合型,20170531,,20170808,20170417,,3.6576,1.5,0.25,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20181130,20181130,E,160324.SZ,20181214,董阳阳,M,,硕士,中国,20180117,,美国波士顿学院金融学硕士、工商管理学硕士。2008年7月至2009年8月，曾任中国国际金融有限公司投行业务部经理，2009年8月加入华夏基金管理有限公司，曾任研究员、基金经理助理、投资经理等。2013年3月11日至2017年2月24日担任华夏蓝筹核心混合型证券投资基金(LOF)基金经理，2015年1月至2021年2月任华夏成长证券投资基金基金经理。2016年12月起至2020年5月任华夏圆和灵活配置混合型证券投资基金基金经理。2017年9月起任华夏新机遇灵活配置混合型证券投资基金基金经理。2018年1月起任华夏磐晟定期开放灵活配置混合型证券投资基金(LOF)基金经理(2018年12月转型为华夏磐晟灵活配置混合型证券投资基金(LOF))。2018年6月起至2020年5月任华夏鼎沛债券型证券投资基金基金经理。2018年8月至2020年6月任华夏产业升级混合型证券投资基金基金经理。2020年6月起担任华夏鼎利债券型发起式证券投资基金基金经理。2021年2月起任华夏睿磐泰盛混合型证券投资基金基金经理。2021年2月起任华夏新趋势灵活配置混合型证券投资基金基金经理。2021年2月起任华夏鼎淳债券型证券投资基金基金经理。2021年10月起任华夏永润六个月持有期混合型证券投资基金基金经理。
630,511,160325.SZ,华夏创业板定开,华夏基金,中国工商银行,混合型,20200724,,20210128,20200716,,26.916,1.5,0.25,,1.0,0.0001,,创业板指数收益率*70%+银行活期存款利率(税后)*20%+恒生指数收益率(经汇率调整)*10%,L,混合型,契约型开放式,,20220725,20220725,E,160325.SZ,20220128,张景松,M,,硕士,中国,20220127,,2015年7月至2018年7月，曾任中国国际金融股份有限公司研究员等。2018年7月加入华夏基金管理有限公司，历任投资研究部研究员、基金经理助理等。2022年1月起任华夏创业板两年定期开放混合型证券投资基金基金经理。2022年8月起任华夏数字经济龙头混合型发起式证券投资基金基金经理。
631,151,160326.SZ,优选配置FOF-LOF,华夏基金,中国工商银行,股票型,20211230,,20220114,20211208,,5.1048,0.8,0.2,,1.0,0.0001,,沪深300指数收益率*90%+恒生指数收益率(使用估值汇率折算)*5%+中债综合(全价)指数收益率*5%,L,股票型,契约型开放式,,,,E,160326.SZ,20211231,李晓易,M,,硕士,中国,20211230,,李晓易，芝加哥大学金融数学硕士，复旦大学经济学学士，CFA和FRM持证人。2012年2月至2015年3月，曾任中信期货有限公司资产管理部研究员、投资经理等。2015年4月加入华夏基金管理有限公司，曾任资产配置部研究员等。2019年1月至2022年5月任华夏聚惠稳健目标风险混合型基金中基金(FOF)基金经理。2021年12月起任华夏优选配置一年封闭运作股票型基金中基金(FOF-LOF)基金经理。2022年4月起任华夏行业配置一年封闭运作股票型基金中基金(FOF-LOF)基金经理。2022年5月起任华夏均衡养老目标三年持有期混合型发起式基金中基金(FOF)基金经理。2022年5月起任华夏养老目标日期2050五年持有期混合型发起式基金中基金(FOF)、华夏养老目标日期2035三年持有期混合型发起式基金中基金(FOF)、华夏稳健养老目标一年持有期混合型发起式基金中基金(FOF)、华夏博锐一年持有期混合型管理人中管理人(MOM)发起式证券投资基金、华夏保守养老目标一年持有期混合型发起式基金中基金(FOF)、华夏安康稳健养老目标一年持有期混合型发起式基金中基金(FOF)基金经理。
632,1529,160415.SZ,华安量化LOF,华安基金,中国银行,混合型,20110902,20220830,20111018,20110801,20220907,6.0804,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中债综合指数收益率*20%,D,混合型,契约型开放式,,20111018,20111018,E,160415.SZ,20220830,马丁,M,,博士,中国,20190329,20220830,曾任国泰君安证券股份有限公司分析师。2018年1月加入华安基金，担任指数与量化投资部基金经理助理。2019年3月至2022年8月任华安量化多因子混合型证券投资基金(LOF)基金经理。2021年1月至2022年7月任华安安进灵活配置混合型发起式证券投资基金基金经理。2021年4月至2022年7月起任华安中证申万食品饮料交易型开放式指数证券投资基金基金经理。2021年6月至2022年7月任华安中证沪港深科技100交易型开放式指数证券投资基金基金经理。2022年3月起任华安创新医药锐选量化股票型发起式证券投资基金基金经理。
633,1483,160416.SZ,石油基金LOF,华安基金,中国建设银行,股票型,20120329,,20120502,20120227,,5.2906,1.0,0.28,,1.0,0.1,,标普全球石油净总收益指数收益率(S&P Global Oil Index Net Total Return),L,被动指数型,契约型开放式,,20120502,20120502,E,160416.SZ,20180908,倪斌,M,,硕士,中国,20180910,,曾任毕马威华振会计师事务所审计员。2010年7月加入华安基金，历任基金运营部基金会计、指数与量化投资部数量分析师，现任指数与量化投资部基金经理助理。2018年9月起任华安CES港股通精选100交易型开放式指数证券投资基金联接基金、华安国际龙头(DAX)交易型开放式指数证券投资基金、华安CES港股通精选100交易型开放式指数证券投资基金、华安国际龙头(DAX)交易型开放式指数证券投资基金联接基金、华安标普全球石油指数证券投资基金(LOF)、华安纳斯达克100指数证券投资基金基金经理。2019年6月起任华安三菱日联日经225交易型开放式指数证券投资基金(QDII)基金经理。2020年5月起任华安法国CAC40交易型开放式指数证券投资基金(QDII)基金经理。2021年1月至2022年7月任华安中证全指证券公司指数型证券投资基金基金经理。2021年2月起担任华安中证新能源汽车交易型开放式指数证券投资基金基金经理。2021年3月至2022年7月担任华安中证全指证券公司交易型开放式指数证券投资基金基金经理。2021年4月起任华安中证申万食品饮料交易型开放式指数证券投资基金基金经理。2021年5月起任华安恒生科技交易型开放式指数证券投资基金(QDII)基金经理。2021年6月起任华安中证沪港深科技100交易型开放式指数证券投资基金基金经理。2021年10月起任华安中证新能源汽车交易型开放式指数证券投资基金发起式联接基金基金经理。2022年4月起任华安恒生科技交易型开放式指数证券投资基金发起式联接基金(QDII)基金经理。2022年7月起任华安纳斯达克100交易型开放式指数证券投资基金(QDII)基金经理。
634,921,160421.SZ,华安智增LOF,华安基金,中国工商银行,混合型,20160913,,20161219,20160810,,13.0843,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20180314,20180314,E,160421.SZ,20180224,王春,M,1974,硕士,中国,20180226,,南京大学理学学士；复旦大学管理学硕士。曾任德恒证券有限责任公司研究员；兴业证券股份有限公司投资策略部经理；平安资产管理有限责任公司投资经理兼权益投资部研究主管；汇丰晋信基金管理有限公司投资经理、首席策略分析师及策略与金融工程总监。2007年4月至2009年9月担任汇丰晋信动态策略基金基金经理。2012年7月至2015年5月担任汇丰晋信动态策略基金基金经理。2013年12月至2015年5月担任汇丰晋信龙腾基金基金经理。2015年5月加入华安基金管理有限公司。2015年10月起任华安宏利混合型证券投资基金基金经理。2015年11月至2018年5月担任华安安益保本混合型证券投资基金(20180524转型为华安安益灵活配置混合型证券投资基金)的基金经理。2018年2月起任华安智增精选灵活配置混合型证券投资基金基金经理。2020年11月起任华安金享混合型发起式证券投资基金基金经理。2022年3月起任华安新丝路主题股票型证券投资基金基金经理。2022年5月起任华安新能源主题混合型证券投资基金基金经理。2022年8月起任华安产业趋势混合型证券投资基金、华安品质领先混合型证券投资基金基金经理。
635,1679,160505.SZ,博时主题LOF,博时基金,中国建设银行,混合型,20050106,,20050222,20041122,,12.0964,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20050117,20050222,E,160505.SZ,20200515,金晟哲,M,,硕士,中国,20200513,,金晟哲先生，硕士。2012年从北京大学硕士研究生毕业后加入博时基金管理有限公司。历任研究员、高级研究员、资深研究员、博时睿利定增灵活配置混合型证券投资基金(2017年2月28日-2017年12月1日)、博时睿益定增灵活配置混合型证券投资基金(2017年2月28日-2018年2月22日)、博时睿益事件驱动灵活配置混合型证券投资基金(LOF)(2018年2月23日-2018年8月13日)、博时睿丰灵活配置定期开放混合型证券投资基金(2017年3月22日-2018年12月8日)的基金经理、研究部副总经理。现任研究部副总经理(主持工作)兼博时鑫泽灵活配置混合型证券投资基金(2016年10月24日—至今)、博时价值增长证券投资基金(2017年11月13日—2021年7月12日)、博时睿利事件驱动灵活配置混合型证券投资基金(LOF)(2017年12月4日—2021年7月12日)、博时主题行业混合型证券投资基金(LOF)(2020年5月13日—至今)、博时荣泰灵活配置混合型证券投资基金(2020年8月26日—至今)、博时恒泰债券型证券投资基金(2021年4月22日—至今)的基金经理。2021年9月起任博时荣华灵活配置混合型证券投资基金基金经理。2022年5月起任博时均衡回报混合型证券投资基金基金经理。
636,1558,160512.SZ,博时卓越LOF,博时基金,中国工商银行,混合型,20110422,,20110630,20110504,,7.7615,1.5,0.25,,1.0,0.1,,沪深300指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20110630,20110630,E,160512.SZ,20220722,冀楠,F,,硕士,中国,20220722,,"南开大学经济学硕士，2012年8月至2014年1月任职于华创证券研究所,担任研究员；2014年3月加入泰达宏利基金管理有限公司，任职于研究部，担任研究员,负责消费行业研究分析工作。2017年6月至2021年1月任泰达宏利价值优化型稳定类行业混合型证券投资基金基金经理。2019年7月至2021年1月担任泰达宏利行业精选混合型证券投资基金基金经理。2021年5月起任博时精选混合型证券投资基金基金经理。2021年9月起任博时核心资产精选混合型证券投资基金基金经理。2021年11月起任博时研究慧选混合型证券投资基金基金经理。2021年11月起任博时厚泽回报灵活配置混合型证券投资基金基金经理。2022年7月起任博时卓越品牌混合型证券投资基金(LOF)基金经理。2022年8月起任博时优质精选混合型证券投资基金基金经理。"
637,1278,160513.SZ,稳健债LOF,博时基金,招商银行,债券型,20140610,,20140701,20140610,,7.9962,0.6,0.15,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20140701,20140701,E,160513.SZ,20180425,邓欣雨,M,,硕士,中国,20180423,,邓欣雨先生，硕士。2008年硕士研究生毕业后加入博时基金管理有限公司。历任固定收益研究员、固定收益研究员兼基金经理助理、博时聚瑞纯债债券型证券投资基金(2016年5月26日-2017年11月8日)、博时富祥纯债债券型证券投资基金(2016年11月10日-2017年11月16日)、博时聚利纯债债券型证券投资基金(2016年9月18日-2017年11月22日)、博时兴盛货币市场基金(2016年12月21日-2017年12月29日)、博时泰和债券型证券投资基金(2016年5月25日-2018年3月9日)、博时兴荣货币市场基金(2017年2月24日-2018年3月19日)、博时悦楚纯债债券型证券投资基金(2016年9月9日-2018年4月9日)、博时双债增强债券型证券投资基金(2015年7月16日-2018年5月5日)、博时慧选纯债债券型证券投资基金(2016年12月19日-2018年7月30日)、博时慧选纯债3个月定期开放债券型发起式证券投资基金(2018年7月30日-2018年8月9日)、博时利发纯债债券型证券投资基金(2016年9月7日-2018年11月6日)、博时景发纯债债券型证券投资基金(2016年8月3日-2018年11月19日)、博时转债增强债券型证券投资基金(2013年9月25日-2019年1月28日)、博时富元纯债债券型证券投资基金(2017年2月16日-2019年2月25日)、博时裕利纯债债券型证券投资基金(2016年5月9日-2019年3月4日)、博时聚盈纯债债券型证券投资基金(2016年7月27日-2019年3月4日)、博时聚润纯债债券型证券投资基金(2016年8月30日-2019年3月4日)、博时富发纯债债券型证券投资基金(2016年9月7日-2019年3月4日)、博时富诚纯债债券型证券投资基金(2017年3月17日-2019年3月4日)、博时富和纯债债券型证券投资基金(2017年8月30日-2019年3月4日)的基金经理。现任博时稳健回报债券型证券投资基金(LOF)(2018年4月23日—至今)、博时转债增强债券型证券投资基金(2019年4月25日—至今)、博时稳悦63个月定期开放债券型证券投资基金(2020年1月13日—2021年2月25日)、博时稳定价值债券投资基金(2020年2月24日—至今)、博时中证可转债及可交换债券交易型开放式指数证券投资基金(2020年3月6日—至今)、博时鑫荣稳健混合型证券投资基金(2021年12月9日-至今)、博时恒兴一年定期开放混合型证券投资基金(2021年12月9日-至今)的基金经理。2022年2月起任博时恒瑞一年封闭运作混合型证券投资基金基金经理。
638,1351,160515.SZ,安丰18定开,博时基金,浦发银行,债券型,20130822,,20131017,20130729,,2.476,0.6,0.18,,1.0,0.05,,1年期定期存款利率(税后)*150%,L,债券型,契约型开放式,,20150225,20150225,E,160515.SZ,20180425,程卓,M,,硕士,中国,20180423,,程卓先生，硕士。2008年起先后在招商银行总行、诺安基金工作。2016年1月至2017年8月任诺安泰鑫一年定期开放债券型证券投资基金基金经理。2016年2月至2017年8月任诺安双利债券型发起式证券投资基金基金经理。2016年3月至2017年8月任诺安信用债券一年定期开放债券型证券投资基金、诺安永鑫收益一年定期开放债券型证券投资基金基金经理。2017年加入博时基金管理有限公司。历任博时安恒18个月定期开放债券型证券投资基金(2018年4月2日-2018年6月16日)、博时安诚18个月定期开放债券型证券投资基金(2018年5月28日-2019年1月23日)、博时聚源纯债债券型证券投资基金(2018年3月15日-2019年3月19日)、博时汇享纯债债券型证券投资基金(2018年3月15日-2019年3月19日)、博时安祺一年定期开放债券型证券投资基金(2018年3月15日-2019年8月22日)的基金经理。现任博时景兴纯债债券型证券投资基金(2018年3月15日-至今)、博时安誉18个月定期开放债券型证券投资基金(2018年3月15日-至今)、博时富嘉纯债债券型证券投资基金(2018年3月15日-至今)、博时民泽纯债债券型证券投资基金(2018年3月15日-至今)、博时臻选纯债债券型证券投资基金(2018年3月15日-至今)、博时智臻纯债债券型证券投资基金(2018年3月15日-至今)、博时富宁纯债债券型证券投资基金(2018年3月15日-2021年2月)、博时安泰18个月定期开放债券型证券投资基金(2018年3月15日-至今)、博时安丰18个月定期开放债券型证券投资基金(LOF)(2018年4月23日-至今)、博时丰达纯债6个月定期开放债券型发起式证券投资基金(2018年4月23日-至2021年2月)、博时富永纯债3个月定期开放债券型发起式证券投资基金(2018年12月19日-至2021年2月)、博时安诚3个月定期开放债券型证券投资基金(2019年1月23日-至今)、博时富元纯债债券型证券投资基金(2019年2月25日-2022年3月)、博时富诚纯债债券型证券投资基金(2019年3月4日-至今)、博时裕盈纯债3个月定期开放债券型发起式证券投资基金(2019年3月11日-至今)、博时裕嘉纯债3个月定期开放债券型发起式证券投资基金(2019年3月11日-至2021年2月)、博时悦楚纯债债券型证券投资基金(2019年6月4日-至2021年2月)、博时裕顺纯债债券型证券投资基金(2019年8月19日-至今)、博时安祺6个月定期开放债券型证券投资基金(2019年8月22日-至今)、博时鑫润灵活配置混合型证券投资基金(2020年6月4日-至今)、博时裕丰纯债3个月定期开放债券型发起式证券投资基金(2022年3月31日-至今)的基金经理。
639,961,160518.SZ,博时睿远LOF,博时基金,中信建投证券,混合型,20160415,,20160711,20160310,,22.9584,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20171017,20171017,E,160518.SZ,20191101,陈伟,M,,硕士,中国,20191030,,陈伟先生，硕士。2013年从清华大学硕士研究生毕业后加入博时基金管理有限公司。历任研究员、研究员兼基金经理助理、高级研究员兼基金经理助理、资深研究员兼基金经理助理、资深研究员兼投资经理。现任博时睿远事件驱动灵活配置混合型证券投资基金(LOF)(2019年10月30日—至今)的基金经理。2020年12月起担任博时恒康一年持有期混合型证券投资基金基金经理。2021年4月起任博时恒盛一年持有期混合型证券投资基金基金经理。2021年4月起任博时弘泰定期开放混合型证券投资基金基金经理。2021年7月起任博时恒旭一年持有期混合型证券投资基金基金经理。2021年11月起任博时稳益9个月持有期混合型证券投资基金基金经理。
640,953,160519.SZ,博时睿利LOF,博时基金,中国工商银行,混合型,20160531,,20160823,20160504,,6.707,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,L,灵活配置型,契约型开放式,,20171204,20171204,E,160519.SZ,20201030,陈曦,M,,硕士,中国,20201028,,2015-至今博时基金管理有限公司/历任研究员、高级研究员、高级研究员兼投资经理助理、资深研究员兼投资经理助理、研究部总经理助理兼投资经理助理。现任研究部总经理助理。2020年10月起任博时睿利事件驱动灵活配置混合型证券投资基金(LOF)基金经理。2022年7月起任博时创业成长混合型证券投资基金基金经理。2022年7月起任博时裕益灵活配置混合型证券投资基金、博时国企改革主题股票型证券投资基金基金经理。
641,934,160520.SZ,弘盈A,博时基金,招商银行,混合型,20160801,20210428,20161026,20160704,20210429,20.4854,1.2,0.2,,1.0,0.01,,中债综合财富(总值)指数收益率*75%+沪深300指数收益率*25%,D,混合型,契约型开放式,,20180201,20180201,E,160520.SZ,20210423,张锦,M,,硕士,中国,20210205,20210428,张锦先生，硕士。2005年起先后在上海欣泰通信技术有限公司、博彦科技(上海)有限公司、国金证券、中金公司、瑞士信贷(香港)有限公司、长城基金工作。2016年加入博时基金管理有限公司。曾任投资经理助理。现任博时睿益事件驱动灵活配置混合型证券投资基金(LOF)(2018年8月13日—2021年9月14日)的基金经理。2020年12月起任博时睿祥15个月定期开放混合型证券投资基金基金经理。2021年2月至2021年4月担任博时弘盈定期开放混合型证券投资基金基金经理。2021年6月至2022年7月任博时睿弘一年定期开放混合型证券投资基金基金经理。
642,928,160522.SZ,博时睿益LOF,博时基金,中国光大银行,混合型,20160819,20210914,20161116,20160718,20210923,6.8395,1.5,0.25,,1.0,0.01,,沪深300指数收益率*50%+中债综合指数收益率*50%,D,灵活配置型,契约型开放式,,20180223,20180223,E,160522.SZ,20210914,张锦,M,,硕士,中国,20180813,20210914,张锦先生，硕士。2005年起先后在上海欣泰通信技术有限公司、博彦科技(上海)有限公司、国金证券、中金公司、瑞士信贷(香港)有限公司、长城基金工作。2016年加入博时基金管理有限公司。曾任投资经理助理。现任博时睿益事件驱动灵活配置混合型证券投资基金(LOF)(2018年8月13日—2021年9月14日)的基金经理。2020年12月起任博时睿祥15个月定期开放混合型证券投资基金基金经理。2021年2月至2021年4月担任博时弘盈定期开放混合型证券投资基金基金经理。2021年6月至2022年7月任博时睿弘一年定期开放混合型证券投资基金基金经理。
643,699,160526.SZ,博时优势企业,博时基金,招商银行,混合型,20190603,,20191202,20190507,,10.8525,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,灵活配置型,契约型开放式,,20220606,20220606,E,160526.SZ,20190622,李洋,M,,硕士,中国,20190621,,李洋先生，硕士。2012年从上海交通大学硕士研究生毕业后加入博时基金管理有限公司。历任研究员、高级研究员、高级研究员兼基金经理助理、资深研究员兼基金经理助理、资深研究员兼投资经理。现任博时优势企业3年封闭运作灵活配置混合型证券投资基金(LOF)(2022年5月3日转型为博时优势企业灵活配置混合型证券投资基金(LOF))(2019年6月21日—至今)、博时价值增长证券投资基金(2020年5月21日—2022年4月6日)的基金经理。
644,565,160527.SZ,博时研究优选,博时基金,中国银行,混合型,20200320,,20200619,20200309,,20.5379,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,灵活配置型,契约型开放式,,,,E,160527.SZ,20210122,许少波,M,,硕士,中国,20210120,,清华大学工商管理硕士，具有基金从业资格。曾任中邮创业基金管理有限公司行业研究员。2008年2月加盟嘉实基金管理有限公司，先后担任研究部研究员，股票投资部基金经理助理。2013年5月7日至2015年5月23日担任嘉实稳健开放式证券投资基金基金经理。2021年1月至2022年1月任博时研究精选一年持有期灵活配置混合型证券投资基金基金经理。2021年1月起担任博时研究优选3年封闭运作灵活配置混合型证券投资基金基金经理。
645,487,160529.SZ,创业板博时定开,博时基金,中国银行,混合型,20200903,,20210317,20200817,,5.9216,1.5,0.25,,1.0,0.001,,创业板综合指数收益率*60%+中债综合财富(总值)指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20220905,20220905,E,160529.SZ,20211216,肖瑞瑾,M,,硕士,中国,20200903,20211214,肖瑞瑾先生，硕士。2012年从复旦大学硕士研究生毕业后加入博时基金管理有限公司。历任研究员、高级研究员、高级研究员兼基金经理助理、资深研究员兼基金经理助理、博时灵活配置混合型证券投资基金(2017年8月1日-2018年3月9日)、博时互联网主题灵活配置混合型证券投资基金(2017年1月5日-2019年6月21日)的基金经理。现任博时回报灵活配置混合型证券投资基金(2017年8月14日—至今)、博时特许价值混合型证券投资基金(2018年6月21日—2021年4月13日)、博时科创主题3年封闭运作灵活配置混合型证券投资基金(2022年6月27号转型为博时科创主题灵活配置混合型证券投资基金(LOF))(2019年6月27日—至今)、博时汇悦回报混合型证券投资基金(2020年2月20日—2021年4月13日)、博时科技创新混合型证券投资基金(2020年4月15日—至今)、博时科创板三年定期开放混合型证券投资基金(2020年7月29日—至今)、博时数字经济18个月封闭运作混合型证券投资基金(2021年6月18日—至今)、博时半导体主题混合型证券投资基金(2021年7月20日-至今)的基金经理。2020年9月至2021年12月任博时创业板两年定期开放混合型证券投资基金基金经理。2020年10月至2021年11月起任博时消费创新混合型证券投资基金基金经理。2021年3月起担任博时创新精选混合型证券投资基金基金经理。2021年12月起任博时成长回报混合型证券投资基金、博时时代消费混合型证券投资基金基金经理。2022年2月起任博时回报严选混合型证券投资基金基金经理。
646,1662,160607.SZ,鹏华价值优势LOF,鹏华基金,中国建设银行,混合型,20060718,,20060918,20060612,,18.7675,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中证综合债指数收益率*30%,L,混合型,契约型开放式,,20060816,20060918,E,160607.SZ,20211211,张华恩,M,,硕士,中国,20211211,,"张华恩先生,国籍中国,经济学硕士,9年证券基金从业经验。曾任国泰君安证券股份有限公司分析师、海通证券股份有限公司分析师、平安证券股份有限公司分析师。2017年3月加盟鹏华基金管理有限公司，历任研究部高级研究员、投资经理，现担任研究部基金经理。张华恩具备基金从业资格。2020年8月起担任鹏华价值驱动混合型证券投资基金基金经理。2021年12月起任鹏华价值优势混合型证券投资基金(LOF)基金经理。"
647,1659,160610.SZ,鹏华动力LOF,鹏华基金,中国农业银行,混合型,20070109,,20070309,20061208,,110.2273,1.5,0.25,,1.0,0.1,,沪深300指数收益率*70%+中证综合债指数收益率*30%,L,混合型,契约型开放式,,20070309,20070309,E,160610.SZ,20210824,蒋鑫,F,,硕士,中国,20210824,,经济学硕士，多年金融证券从业经验。历任中国中投证券有限责任公司研究总部研究员；2015年4月加盟鹏华基金管理有限公司，担任研究部资深研究员，从事行业研究工作。2016年6月起任鹏华健康环保灵活配置混合型证券投资基金基金经理。2017年5月至2017年9月担任鹏华新能源产业灵活配置混合型证券投资基金基金经理。2017年7月起担任鹏华普天收益证券投资基金基金经理。2017年7月至2020年3月任鹏华消费领先灵活配置混合型证券投资基金基金经理。2017年12月起至2018年11月担任鹏华优势企业股票型证券投资基金基金经理。2020年12月起任鹏华优选成长混合型证券投资基金基金经理。2021年3月起任鹏华致远成长混合型证券投资基金基金经理。2021年6月起任鹏华远见成长混合型证券投资基金基金经理。2021年8月起任鹏华动力增长混合型证券投资基金(LOF)基金经理。2021年9月起任鹏华产业升级混合型证券投资基金基金经理。
648,1655,160611.SZ,鹏华优质治理LOF,鹏华基金,中国工商银行,混合型,20070425,,20070718,20070508,,118.8392,1.5,0.25,,1.0,0.1,,沪深300指数收益率*75%+中证综合债指数收益率*25%,L,混合型,契约型开放式,,20070620,20070718,E,160611.SZ,20180801,陈璇淼,F,,硕士,中国,20180801,,经济学硕士。2012年7月加盟鹏华基金管理有限公司，从事行业研究工作，担任研究部基金经理助理/高级研究员。具备基金从业资格。2016年3月29日起任鹏华外延成长灵活配置混合型证券投资基金基金经理。2017年11月起任鹏华优势企业股票型证券投资基金基金经理。2018年8月起任鹏华优质治理混合型证券投资基金(LOF)基金经理。2020年2月起担任鹏华价值成长混合型证券投资基金基金经理。2021年3月起任鹏华远见回报三年持有期混合型证券投资基金基金经理。
