,ts_code,bond_full_name,bond_short_name,cb_code,stk_code,stk_short_name,maturity,par,issue_price,issue_size,remain_size,value_date,maturity_date,rate_type,coupon_rate,add_rate,pay_per_year,list_date,delist_date,exchange,conv_start_date,conv_end_date,first_conv_price,conv_price,rate_clause
549,128137.SZ,浙江洁美电子科技股份有限公司公开发行可转换公司债券,洁美转债,,002859.SZ,洁美科技,6.0,100.0,,600000000.0,599404200.0,2020-11-04,2026-11-04,,,10.0,1,2020-12-01,,SZ,2021-05-10,2026-11-03,27.77,27.02,
550,127025.SZ,唐山冀东水泥股份有限公司公开发行可转换公司债券,冀东转债,,000401.SZ,冀东水泥,6.0,100.0,,2820000000.0,1776449000.0,2020-11-05,2026-11-05,,,4.0,1,2020-12-02,,SZ,2021-05-11,2026-11-04,15.78,13.26,
551,113608.SH,上海威派格智慧水务股份有限公司可转换公司债券,威派转债,191608,603956.SH,威派格,6.0,100.0,,420000000.0,419985000.0,2020-11-09,2026-11-09,,,12.2,1,2020-11-27,,SH,2021-05-13,2026-11-08,19.24,17.72,
552,124016.SZ,TCL科技集团股份有限公司2020年定向可转换公司债券,TCL定转1,,000100.SZ,TCL科技,2.0,100.0,100.0,600000000.0,0.0,2020-11-11,2022-11-11,,,,1,,,SZ,2021-11-11,2022-11-10,4.01,3.79,"20201111-20211110,票面利率:2%;20211111-20221110,票面利率:1.5%"
553,124017.SZ,TCL科技集团股份有限公司2020年非公开发行可转换公司债券,TCL定转2,,000100.SZ,TCL科技,2.0,100.0,,2600000000.0,412999900.0,2020-11-30,2022-11-30,,,,1,2022-08-25,2022-11-30,SZ,2021-05-31,2022-11-29,8.0,4.1,
554,128138.SZ,侨银环保科技股份有限公司公开发行可转换公司债券,侨银转债,,002973.SZ,侨银股份,6.0,100.0,,420000000.0,419874200.0,2020-11-17,2026-11-17,,,27.0,1,2020-12-24,,SZ,2021-05-24,2026-11-16,25.43,25.23,
555,123076.SZ,常州强力电子新材料股份有限公司创业板向不特定对象发行可转换公司债券,强力转债,,300429.SZ,强力新材,6.0,100.0,,850000000.0,849854100.0,2020-11-19,2026-11-19,,,11.0,1,2020-12-04,,SZ,2021-05-25,2026-11-18,18.98,18.9,
556,110077.SH,江西洪城水业股份有限公司公开发行可转换公司债券,洪城转债,,600461.SH,洪城环境,6.0,100.0,,1800000000.0,1767217000.0,2020-11-20,2026-11-20,,,8.0,1,2020-12-17,,SH,2021-05-26,2026-11-19,7.13,6.21,
557,123077.SZ,上海汉得信息技术股份有限公司向不特定对象发行可转换公司债券,汉得转债,,300170.SZ,汉得信息,6.0,100.0,,937150000.0,936736400.0,2020-11-23,2026-11-23,,,17.5,1,2020-12-15,,SZ,2021-05-27,2026-11-22,9.72,9.82,
558,113609.SH,永安行科技股份有限公司公开发行可转换公司债券,永安转债,,603776.SH,永安行,6.0,100.0,,886480000.0,734174000.0,2020-11-24,2026-11-24,,,12.0,1,2020-12-23,,SH,2021-05-31,2026-11-23,20.34,16.4,
559,123078.SZ,上海飞凯光电材料股份有限公司创业板向不特定对象发行可转换公司债券,飞凯转债,,300398.SZ,飞凯材料,6.0,100.0,,825000000.0,618320300.0,2020-11-27,2026-11-27,,,8.0,1,2020-12-16,,SZ,2021-06-03,2026-11-26,19.34,15.49,
560,113610.SH,灵康药业集团股份有限公司公开发行可转换公司债券,灵康转债,,603669.SH,灵康药业,6.0,100.0,,525000000.0,457857000.0,2020-12-01,2026-12-01,,,12.0,1,2020-12-22,,SH,2021-06-07,2026-11-30,8.81,8.51,
561,128139.SZ,祥鑫科技股份有限公司公开发行可转换公司债券,祥鑫转债,,002965.SZ,祥鑫科技,6.0,100.0,,647010000.0,0.0,2020-12-01,2026-12-01,,,12.0,1,2020-12-24,2022-08-29,SZ,2021-06-07,2026-11-30,37.28,26.25,
562,113611.SH,杭州福斯特应用材料股份有限公司可转换公司债券,福20转债,,603806.SH,福斯特,6.0,100.0,,1700000000.0,0.0,2020-12-01,2026-12-01,,,6.25,1,2020-12-22,2021-07-29,SH,2021-06-07,2026-11-30,73.69,61.03,
563,123079.SZ,浙江运达风电股份有限公司向不特定对象发行可转换公司债券,运达转债,,300772.SZ,运达股份,6.0,100.0,,577000000.0,0.0,2020-12-01,2026-12-01,,,8.0,1,2020-12-25,2021-09-17,SZ,2021-06-07,2026-11-30,15.31,15.12,
564,123080.SZ,海波重型工程科技股份有限公司向不特定对象发行可转换公司债券,海波转债,,300517.SZ,海波重科,6.0,100.0,,245000000.0,148949000.0,2020-12-02,2026-12-02,,,17.2,1,2020-12-22,,SZ,2021-06-08,2026-12-01,20.91,11.53,
565,123081.SZ,江苏精研科技股份有限公司向不特定对象发行可转换公司债券,精研转债,,300709.SZ,精研科技,6.0,100.0,,570000000.0,0.0,2020-12-03,2026-12-03,,,12.0,1,2020-12-22,2021-12-28,SZ,2021-06-09,2026-12-02,64.28,34.15,
566,128140.SZ,润建股份有限公司公开发行可转换公司债券,润建转债,,002929.SZ,润建股份,6.0,100.0,,1090000000.0,1089576200.0,2020-12-07,2026-12-07,,,8.0,1,2020-12-29,,SZ,2021-06-15,2026-12-04,26.55,26.2,
567,123082.SZ,北京北陆药业股份有限公司创业板向不特定对象发行可转换公司债券,北陆转债,,300016.SZ,北陆药业,6.0,100.0,,500000000.0,499296500.0,2020-12-07,2026-12-07,,,12.0,1,2020-12-28,,SZ,2021-06-11,2026-12-06,11.41,8.75,
568,113612.SH,上海永冠众诚新材料科技(集团)股份有限公司公开发行可转换公司债券,永冠转债,,603681.SH,永冠新材,6.0,100.0,,520000000.0,0.0,2020-12-08,2026-12-08,,,12.0,1,2021-01-07,2021-09-10,SH,2021-06-15,2026-12-07,20.79,20.59,
569,127026.SZ,广东汕头超声电子股份有限公司公开发行可转换公司债券,超声转债,,000823.SZ,超声电子,6.0,100.0,,700000000.0,699704400.0,2020-12-08,2026-12-08,,,6.0,1,2021-01-14,,SZ,2021-06-15,2026-12-07,12.85,12.62,
570,123083.SZ,朗新科技集团股份有限公司创业板公开发行可转换公司债券,朗新转债,,300682.SZ,朗新科技,6.0,100.0,,800000000.0,548257000.0,2020-12-09,2026-12-09,,,8.0,1,2021-01-06,,SZ,2021-06-15,2026-12-08,15.57,15.2,
571,113043.SH,财通证券股份有限公司公开发行A股可转换公司债券,财通转债,,601108.SH,财通证券,6.0,100.0,,3800000000.0,3799758000.0,2020-12-10,2026-12-10,,,3.5,1,2020-12-28,,SH,2021-06-16,2026-12-09,13.33,11.49,
572,127027.SZ,甘肃靖远煤电股份有限公司公开发行可转换公司债券,靖远转债,,000552.SZ,靖远煤电,6.0,100.0,,2800000000.0,1946520700.0,2020-12-10,2026-12-10,,,8.0,1,2021-01-22,,SZ,2021-06-16,2026-12-09,3.33,3.08,
573,123084.SZ,广州高澜节能技术股份有限公司向不特定对象发行可转换公司债券,高澜转债,,300499.SZ,高澜股份,6.0,100.0,,280000000.0,0.0,2020-12-10,2026-12-10,,,11.0,1,2021-01-08,2022-08-30,SZ,2021-06-16,2026-12-09,11.36,9.01,
574,123085.SZ,汕头万顺新材集团股份有限公司向不特定对象发行可转换公司债券,万顺转2,,300057.SZ,万顺新材,6.0,100.0,,900000000.0,571190200.0,2020-12-11,2026-12-11,,,6.0,1,2020-12-28,,SZ,2021-06-17,2026-12-10,6.24,6.72,
575,123086.SZ,北京海兰信数据科技股份有限公司创业板向不特定对象发行可转换公司债券,海兰转债,,300065.SZ,海兰信,6.0,100.0,,730000000.0,0.0,2020-12-11,2026-12-11,,,15.0,1,2021-02-08,2022-09-01,SZ,2021-06-17,2026-12-10,15.16,7.27,
576,113044.SH,大秦铁路股份有限公司公开发行可转换公司债券,大秦转债,,601006.SH,大秦铁路,6.0,100.0,,32000000000.0,31998859000.0,2020-12-14,2026-12-14,,,5.0,1,2021-01-15,,SH,2021-06-18,2026-12-13,7.66,6.7,
577,123088.SZ,无锡威唐工业技术股份有限公司向不特定对象发行可转换公司债券,威唐转债,,300707.SZ,威唐工业,6.0,100.0,,301380000.0,301126400.0,2020-12-15,2026-12-15,,,12.2,1,2021-01-06,,SZ,2021-06-21,2026-12-14,20.75,20.68,
578,123087.SZ,深圳明阳电路科技股份有限公司向不特定对象发行可转换公司债券,明电转债,,300739.SZ,明阳电路,6.0,100.0,,673000000.0,418921200.0,2020-12-15,2026-12-15,,,12.0,1,2021-01-05,,SZ,2021-06-21,2026-12-14,24.23,15.92,
579,113614.SH,南京健友生化制药股份有限公司公开发行可转换公司债券,健20转债,,603707.SH,健友股份,6.0,100.0,,780000000.0,0.0,2020-12-17,2026-12-17,,,7.0,1,2021-01-18,2021-12-15,SH,2021-06-23,2026-12-16,38.04,29.12,
580,128141.SZ,旺能环境股份有限公司公开发行可转换公司债券,旺能转债,,002034.SZ,旺能环境,6.0,100.0,,1400000000.0,1270147500.0,2020-12-17,2026-12-17,,,8.0,1,2021-01-18,,SZ,2021-06-23,2026-12-16,16.47,15.67,
581,128142.SZ,新希望乳业股份有限公司公开发行可转换公司债券,新乳转债,,002946.SZ,新乳业,6.0,100.0,,718000000.0,717975400.0,2020-12-18,2026-12-18,,,8.0,1,2021-01-19,,SZ,2021-06-24,2026-12-17,18.69,18.4,
582,123089.SZ,哈尔滨九洲集团股份有限公司向不特定对象发行可转换公司债券,九洲转2,,300040.SZ,九洲集团,6.0,100.0,,500000000.0,306233700.0,2020-12-21,2026-12-21,,,12.0,1,2021-01-08,,SZ,2021-06-25,2026-12-20,8.0,5.63,
583,123090.SZ,三诺生物传感股份有限公司创业板向不特定对象发行可转换公司债券,三诺转债,,300298.SZ,三诺生物,6.0,100.0,,500000000.0,498422600.0,2020-12-21,2026-12-21,,,10.0,1,2021-01-12,,SZ,2021-06-25,2026-12-20,35.35,35.01,
584,113615.SH,金诚信矿业管理股份有限公司公开发行可转换公司债券,金诚转债,,603979.SH,金诚信,6.0,100.0,,1000000000.0,763829137.65,2020-12-23,2026-12-23,,,10.0,1,2021-01-14,,SH,2021-06-29,2026-12-22,12.73,12.55,
585,123091.SZ,江苏长海复合材料股份有限公司创业板向不特定对象发行可转换公司债券,长海转债,,300196.SZ,长海股份,6.0,100.0,,550000000.0,549746900.0,2020-12-23,2026-12-23,,,9.0,1,2021-01-15,,SZ,2021-06-29,2026-12-22,16.24,15.99,
586,123092.SZ,天壕环境股份有限公司创业板向不特定对象发行可转换公司债券,天壕转债,,300332.SZ,天壕环境,6.0,100.0,,423000000.0,414187300.0,2020-12-24,2026-12-24,,,12.2,1,2021-01-15,,SZ,2021-06-30,2026-12-23,5.2,5.14,
587,113616.SH,上海韦尔半导体股份有限公司公开发行可转换公司债券,韦尔转债,,603501.SH,韦尔股份,6.0,100.0,,2440000000.0,2433254080.16,2020-12-28,2026-12-28,,,8.0,1,2021-01-22,,SH,2021-07-05,2026-12-27,222.83,164.44,
588,124018.SZ,2020年河南易成新能源股份有限公司定向可转换公司债券,易成定转,,300080.SZ,易成新能,6.0,100.0,,65500000.0,0.0,2020-12-16,2026-12-16,,,9.9,1,2022-12-15,2022-12-27,SZ,2021-06-16,2026-12-15,4.59,4.59,
589,110810.SH,新疆天业股份有限公司2020年度第二期定向可转换公司债券,天业定02,,600075.SH,新疆天业,6.0,100.0,,1216720000.0,0.0,2020-12-29,2026-12-29,,,4.5,1,2021-06-29,2022-01-14,SH,2021-06-29,2026-12-28,5.25,5.15,
590,127028.SZ,浙江英特集团股份有限公司公开发行可转换公司债券,英特转债,,000411.SZ,英特集团,6.0,100.0,,600000000.0,575909500.0,2021-01-05,2027-01-05,,,6.0,1,2021-03-10,,SZ,2021-07-12,2027-01-04,19.89,10.83,
591,128143.SZ,浙江锋龙电气股份有限公司公开发行可转换公司债券,锋龙转债,,002931.SZ,锋龙股份,6.0,100.0,,245000000.0,243970400.0,2021-01-08,2027-01-08,,,12.0,1,2021-01-29,,SZ,2021-07-14,2027-01-07,17.97,12.63,
592,113618.SH,宁波美诺华药业股份有限公司公开发行可转换公司债券,美诺转债,,603538.SH,美诺华,6.0,100.0,,520000000.0,476892008.74,2021-01-14,2027-01-14,,,8.0,1,2021-02-04,,SH,2021-07-20,2027-01-13,37.47,26.51,
593,123093.SZ,江苏金陵体育器材股份有限公司向不特定对象发行可转换公司债券,金陵转债,,300651.SZ,金陵体育,6.0,100.0,,250000000.0,249977100.0,2021-01-19,2027-01-19,,,16.0,1,2021-02-18,,SZ,2021-07-26,2027-01-18,49.29,49.09,
594,113619.SH,广东世运电路科技股份有限公司公开发行A股可转换公司债券,世运转债,,603920.SH,世运电路,6.0,100.0,,1000000000.0,999672000.0,2021-01-20,2027-01-20,,,8.0,1,2021-02-19,,SH,2021-07-26,2027-01-19,26.5,19.32,
595,123094.SZ,深圳市星源材质科技股份有限公司创业板向不特定对象发行可转换公司债券,星源转2,,300568.SZ,星源材质,6.0,100.0,,1000000000.0,0.0,2021-01-20,2027-01-20,,,10.0,1,2021-03-31,2021-09-15,SZ,2021-07-26,2027-01-19,31.54,19.64,
596,123095.SZ,东方日升新能源股份有限公司创业板向不特定对象发行可转换公司债券,日升转债,,300118.SZ,东方日升,6.0,100.0,,0.0,,,,,,18.0,1,,,SZ,2021-07-28,2027-01-21,28.01,28.01,
597,113042.SH,上海银行股份有限公司公开发行A股可转换公司债券,上银转债,,601229.SH,上海银行,6.0,100.0,,20000000000.0,19998569028.22,2021-01-25,2027-01-25,,,8.0,1,2021-02-10,,SH,2021-07-29,2027-01-24,11.03,10.23,
598,113621.SH,彤程新材料集团股份有限公司公开发行可转换公司债券,彤程转债,,603650.SH,彤程新材,6.0,100.0,,800180000.0,536648244.45,2021-01-26,2027-01-26,,,8.0,1,2021-02-22,,SH,2021-08-02,2027-01-25,32.96,32.53,
599,123096.SZ,思创医惠科技股份有限公司创业板向不特定对象发行可转换公司债券,思创转债,,300078.SZ,思创医惠,6.0,100.0,,817000000.0,816727000.0,2021-01-26,2027-01-26,,,15.0,1,2021-03-01,,SZ,2021-08-02,2027-01-25,8.27,8.28,
600,123097.SZ,浙江美力科技股份有限公司向不特定对象发行可转换公司债券,美力转债,,300611.SZ,美力科技,6.0,100.0,,300000000.0,0.0,2021-01-27,2027-01-27,,,12.1,1,2021-02-24,2022-09-19,SZ,2021-08-02,2027-01-26,9.34,9.23,
601,123098.SZ,一品红药业股份有限公司可转换公司债券,一品转债,,300723.SZ,一品红,6.0,100.0,,480000000.0,404669000.0,2021-01-28,2027-01-28,,,15.0,1,2021-02-23,,SZ,2021-08-03,2027-01-27,45.78,25.3,
602,124019.SZ,2021年深圳市容大感光科技股份有限公司定向可转换公司债券,容大定转,,300576.SZ,容大感光,5.0,100.0,,124800000.0,0.0,2021-01-13,2026-01-13,,,,1,,,SZ,2022-01-13,2026-01-12,27.61,22.94,
603,123099.SZ,海南普利制药股份有限公司向不特定对象发行可转换公司债券,普利转债,,300630.SZ,普利制药,6.0,100.0,,850000000.0,849643400.0,2021-02-09,2027-02-09,,,15.5,1,2021-03-08,,SZ,2021-08-23,2027-02-08,46.22,27.1,
604,123100.SZ,深圳市朗科智能电气股份有限公司创业板向不特定对象发行可转换公司债券,朗科转债,,300543.SZ,朗科智能,6.0,100.0,,380000000.0,379716400.0,2021-02-09,2027-02-09,,,9.0,1,2021-03-16,,SZ,2021-08-23,2027-02-08,15.34,11.61,
605,118000.SH,广东嘉元科技股份有限公司向不特定对象发行可转换公司债券,嘉元转债,,688388.SH,嘉元科技,6.0,100.0,,1240000000.0,978396000.0,2021-02-23,2027-02-23,,,12.0,1,2021-03-15,,SH,2021-09-01,2027-02-22,78.99,71.22,
606,128144.SZ,利民控股集团股份有限公司公开发行可转换公司债券,利民转债,,002734.SZ,利民股份,6.0,100.0,,980000000.0,979412800.0,2021-03-01,2027-03-01,,,8.0,1,2021-03-24,,SZ,2021-09-06,2027-02-28,14.23,11.2,
607,113045.SH,环旭电子股份有限公司可转换公司债券,环旭转债,,601231.SH,环旭电子,6.0,100.0,,3450000000.0,3449932000.0,2021-03-04,2027-03-04,,,6.0,1,2021-04-02,,SH,2021-12-10,2027-03-03,20.25,19.5,
608,113620.SH,福建傲农生物科技集团股份有限公司公开发行A股可转换公司债券,傲农转债,,603363.SH,傲农生物,6.0,100.0,,1000000000.0,0.0,2021-03-10,2027-03-10,,,14.0,1,2021-04-02,2022-09-01,SH,2021-09-16,2027-03-09,14.8,14.11,
609,123101.SZ,广东拓斯达科技股份有限公司向不特定对象发行可转换公司债券,拓斯转债,,300607.SZ,拓斯达,6.0,100.0,,670000000.0,669758600.0,2021-03-10,2027-03-10,,,8.0,1,2021-03-29,,SZ,2021-09-16,2027-03-09,42.25,26.2,
610,123103.SZ,震安科技股份有限公司向不特定对象发行可转换公司债券,震安转债,,300767.SZ,震安科技,6.0,100.0,,285000000.0,249444300.0,2021-03-12,2027-03-12,,,12.2,1,2021-03-31,,SZ,2021-09-22,2027-03-11,79.87,47.47,
611,123102.SZ,华自科技股份有限公司创业板向不特定对象发行可转换公司债券,华自转债,,300490.SZ,华自科技,6.0,100.0,,670000000.0,0.0,2021-03-12,2027-03-12,,,15.0,1,2021-04-01,2021-11-26,SZ,2021-09-22,2027-03-11,9.28,9.25,
612,123104.SZ,卫宁健康科技集团股份有限公司创业板向不特定对象发行可转换公司债券,卫宁转债,,300253.SZ,卫宁健康,6.0,100.0,,970270000.0,970091400.0,2021-03-16,2027-03-16,,,18.0,1,2021-03-31,,SZ,2021-09-22,2027-03-15,17.76,17.72,
613,123105.SZ,拓尔思信息技术股份有限公司创业板向不特定对象发行可转换公司债券,拓尔转债,,300229.SZ,拓尔思,6.0,100.0,,800000000.0,629307800.0,2021-03-19,2027-03-19,,,12.0,1,2021-04-27,2023-03-02,SZ,2021-09-27,2027-03-18,9.98,9.91,
614,127029.SZ,中钢国际工程技术股份有限公司公开发行可转换公司债券,中钢转债,,000928.SZ,中钢国际,6.0,100.0,,960000000.0,818802700.0,2021-03-19,2027-03-19,,,11.0,1,2021-04-23,,SZ,2021-09-27,2027-03-18,6.03,5.54,
615,113046.SH,宁波金田铜业(集团)股份有限公司可转换公司债券,金田转债,,601609.SH,金田股份,6.0,100.0,,1500000000.0,1499875000.0,2021-03-22,2027-03-22,,,8.0,1,2021-04-12,,SH,2021-09-27,2027-03-21,10.95,10.64,
616,127030.SZ,江苏东方盛虹股份有限公司公开发行可转换公司债券,盛虹转债,,000301.SZ,东方盛虹,6.0,100.0,,5000000000.0,4997751300.0,2021-03-22,2027-03-22,,,6.0,1,2021-04-21,,SZ,2021-09-27,2027-03-21,14.2,13.41,
617,128145.SZ,广东日丰电缆股份有限公司公开发行可转换公司债券,日丰转债,,002953.SZ,日丰股份,6.0,100.0,,380000000.0,339834900.0,2021-03-22,2027-03-22,,,7.5,1,2021-04-16,,SZ,2021-09-27,2027-03-21,19.24,10.43,
618,123106.SZ,江苏正丹化学工业股份有限公司创业板向不特定对象发行可转换公司债券,正丹转债,,300641.SZ,正丹股份,6.0,100.0,,320000000.0,319966300.0,2021-03-24,2027-03-24,,,17.5,1,2021-04-20,,SZ,2021-09-30,2027-03-23,7.52,7.45,
619,127031.SZ,新洋丰农业科技股份有限公司公开发行可转换公司债券,洋丰转债,,000902.SZ,新洋丰,6.0,100.0,,1000000000.0,999937900.0,2021-03-25,2027-03-25,,,10.0,1,2021-04-23,,SZ,2021-10-08,2027-03-24,20.13,17.57,
620,113622.SH,杭叉集团股份有限公司公开发行可转换公司债券,杭叉转债,,603298.SH,杭叉集团,6.0,100.0,,1150000000.0,1149966000.0,2021-03-25,2027-03-25,,,6.0,1,2021-04-14,,SH,2021-10-08,2027-03-24,23.48,15.45,
621,110813.SH,浙江海正药业股份有限公司2021年定向可转换公司债券,海正定转,,600267.SH,海正药业,6.0,100.0,100.0,1815240000.0,1815240000.0,2021-03-18,2027-03-18,,,,1,2022-06-30,,SH,2021-09-22,2027-03-17,13.15,12.86,0.01%
622,110079.SH,杭州银行股份有限公司公开发行A股可转换公司债券,杭银转债,,600926.SH,杭州银行,6.0,100.0,,15000000000.0,14998960007.84,2021-03-29,2027-03-29,,,6.0,1,2021-04-23,,SH,2021-10-08,2027-03-28,17.06,12.64,
623,123107.SZ,温氏食品集团股份有限公司创业板向不特定对象发行可转换公司债券,温氏转债,,300498.SZ,温氏股份,6.0,100.0,,9297000000.0,7738675800.0,2021-03-29,2027-03-29,,,6.0,1,2021-04-21,,SZ,2021-10-08,2027-03-28,17.82,17.37,
624,110812.SH,神马实业股份有限公司定向可转换公司债券,神马定02,,600810.SH,神马股份,6.0,100.0,,400000000.0,0.0,2021-03-24,2027-03-24,,,9.0,1,2021-09-28,2022-01-21,SH,2021-09-24,2027-03-23,7.31,6.68,
625,123108.SZ,乐普(北京)医疗器械股份有限公司向不特定对象发行可转换公司债券,乐普转2,,300003.SZ,乐普医疗,5.0,100.0,,1638000000.0,1637718400.0,2021-03-30,2026-03-30,,,6.0,1,2021-04-19,,SZ,2021-10-08,2026-03-29,29.73,28.73,
626,123109.SZ,深圳市昌红科技股份有限公司向不特定对象发行可转换公司债券,昌红转债,,300151.SZ,昌红科技,6.0,100.0,,460000000.0,459551000.0,2021-04-01,2027-04-01,,,12.0,1,2021-04-19,,SZ,2021-10-08,2027-03-31,28.26,27.88,
627,123110.SZ,湖南九典制药股份有限公司创业板向不特定对象发行可转换公司债券,九典转债,,300705.SZ,九典制药,6.0,100.0,,270000000.0,0.0,2021-04-01,2027-04-01,,,12.0,1,2021-04-23,2022-12-06,SZ,2021-10-08,2027-03-31,26.48,18.7,
628,123111.SZ,东方财富信息股份有限公司创业板向不特定对象发行可转换公司债券,东财转3,,300059.SZ,东方财富,6.0,100.0,,15800000000.0,0.0,2021-04-07,2027-04-07,,,5.0,1,2021-04-23,2022-03-09,SZ,2021-10-13,2027-04-06,28.08,23.35,
629,113623.SH,新凤鸣集团股份有限公司公开发行可转换公司债券,凤21转债,,603225.SH,新凤鸣,6.0,100.0,,2500000000.0,2499948000.0,2021-04-08,2027-04-08,,,10.0,1,2021-05-07,,SH,2021-10-14,2027-04-07,16.6,16.25,
630,123112.SZ,深圳万讯自控股份有限公司向不特定对象发行A股可转换公司债券,万讯转债,,300112.SZ,万讯自控,6.0,100.0,,245720000.0,245248000.0,2021-04-08,2027-04-08,,,15.0,1,2021-04-23,,SZ,2021-10-14,2027-04-07,9.13,8.73,
631,113047.SH,株洲旗滨集团股份有限公司公开发行可转换公司债券,旗滨转债,,601636.SH,旗滨集团,6.0,100.0,,1500000000.0,1498652000.0,2021-04-09,2027-04-09,,,8.0,1,2021-05-07,,SH,2021-10-15,2027-04-08,13.15,12.01,
632,110080.SH,武汉东湖高新集团股份有限公司公开发行可转换公司债券,东湖转债,,600133.SH,东湖高新,6.0,100.0,,1550000000.0,1549111000.0,2021-04-12,2027-04-12,,,8.0,1,2021-05-12,,SH,2021-10-18,2027-04-11,6.16,5.84,
633,127032.SZ,苏州银行股份有限公司公开发行A股可转换公司债券,苏行转债,,002966.SZ,苏州银行,6.0,100.0,,5000000000.0,4999515700.0,2021-04-12,2027-04-12,,,7.5,1,2021-05-12,,SZ,2021-10-18,2027-04-11,8.34,7.11,
634,127033.SZ,深圳市中装建设集团股份有限公司公开发行可转换公司债券,中装转2,,002822.SZ,中装建设,6.0,100.0,,1160000000.0,1159328100.0,2021-04-16,2027-04-16,,,10.0,1,2021-05-24,,SZ,2021-10-22,2027-04-15,6.33,5.14,
635,123113.SZ,仙乐健康科技股份有限公司向不特定对象发行可转换公司债券,仙乐转债,,300791.SZ,仙乐健康,6.0,100.0,,1024890000.0,1024831400.0,2021-04-19,2027-04-19,,,10.0,1,2021-05-14,,SZ,2021-10-25,2027-04-18,85.98,56.42,
636,113048.SH,晶科电力科技股份有限公司可转换公司债券,晶科转债,,601778.SH,晶科科技,6.0,100.0,,3000000000.0,2296325007.05,2021-04-23,2027-04-23,,,10.0,1,2021-05-31,,SH,2021-10-29,2027-04-22,6.75,5.45,
637,113624.SH,重庆正川医药包装材料股份有限公司公开发行可转换公司债券,正川转债,,603976.SH,正川股份,6.0,100.0,,405000000.0,404910000.0,2021-04-28,2027-04-28,,,12.0,1,2021-06-01,,SH,2021-11-08,2027-04-27,46.69,46.38,
638,127034.SZ,天津绿茵景观生态建设股份有限公司公开发行可转换公司债券,绿茵转债,,002887.SZ,绿茵生态,6.0,100.0,,712000000.0,711768700.0,2021-04-30,2027-04-30,,,10.0,1,2021-05-28,,SZ,2021-11-11,2027-04-29,12.38,12.38,
639,111000.SH,上海起帆电缆股份有限公司公开发行可转换公司债券,起帆转债,,605222.SH,起帆电缆,6.0,100.0,100.0,1000000000.0,999304007.0,2021-05-24,2027-05-24,,,12.0,1,2021-06-17,,SH,2021-11-29,2027-05-23,20.53,19.86,"20210524-20220523,票面利率:0.4%;20220524-20230523,票面利率:0.6%;20230524-20240523,票面利率:1.0%;20240524-20250523,票面利率:1.5%;20250524-20260523,票面利率:2.0%;20260524-20270523,票面利率:3.0%"
640,123114.SZ,西安三角防务股份有限公司创业板向不特定对象发行可转换公司债券,三角转债,,300775.SZ,三角防务,6.0,100.0,100.0,904370000.0,900807900.0,2021-05-25,2027-05-25,,,12.0,1,2021-06-11,,SZ,2021-11-30,2027-05-24,31.82,31.84,"20210525-20220524,票面利率:0.4%;20220525-20230524,票面利率:0.6%;20230525-20240524,票面利率:1.0%;20240525-20250524,票面利率:1.5%;20250525-20260524,票面利率:2.5%;20260525-20270524,票面利率:3.0%"
641,127035.SZ,濮阳濮耐高温材料(集团)股份有限公司公开发行可转换公司债券,濮耐转债,,002225.SZ,濮耐股份,5.0,100.0,,626390000.0,626180800.0,2021-05-26,2026-05-26,,,5.0,1,2021-06-18,,SZ,2021-12-01,2026-05-25,4.43,4.38,
642,127036.SZ,浙江三花智能控制股份有限公司公开发行可转换公司债券,三花转债,,002050.SZ,三花智控,6.0,100.0,100.0,3000000000.0,2998444700.0,2021-06-01,2027-06-01,,,8.0,1,2021-06-30,,SZ,2021-12-07,2027-05-31,21.55,21.3,"20210601-20220531,票面利率:0.2%;20220601-20230531,票面利率:0.4%;20230601-20240531,票面利率:0.6%;20240601-20250531,票面利率:1.5%;20250601-20260531,票面利率:1.8%;20260601-20270531,票面利率:2.0%"
643,127037.SZ,浙江银轮机械股份有限公司公开发行可转换公司债券,银轮转债,,002126.SZ,银轮股份,6.0,100.0,100.0,700000000.0,699494900.0,2021-06-07,2027-06-07,,,8.0,1,2021-07-09,,SZ,2021-12-13,2027-06-04,10.77,10.69,"20210607-20220606,票面利率:0.3%;20220607-20230606,票面利率:0.5%;20230607-20240606,票面利率:1.0%;20240607-20250606,票面利率:1.5%;20250607-20260606,票面利率:1.8%;20260607-20270606,票面利率:2.0%"
644,123115.SZ,江苏捷捷微电子股份有限公司创业板向不特定对象发行可转换公司债券,捷捷转债,,300623.SZ,捷捷微电,6.0,100.0,100.0,1195000000.0,1194443600.0,2021-06-08,2027-06-08,,,10.0,1,2021-06-29,,SZ,2021-12-15,2027-06-07,29.0,28.87,"20210608-20220607,票面利率:0.4%;20220608-20230607,票面利率:0.6%;20230608-20240607,票面利率:1.0%;20240608-20250607,票面利率:1.5%;20250608-20260607,票面利率:2.0%;20260608-20270607,票面利率:3.0%"
645,123116.SZ,万兴科技集团股份有限公司向不特定对象发行可转换公司债券,万兴转债,,300624.SZ,万兴科技,6.0,100.0,100.0,378750000.0,378061900.0,2021-06-09,2027-06-09,,,11.5,1,2021-07-01,,SZ,2021-12-16,2027-06-08,49.78,49.79,"20210609-20220608,票面利率:0.4%;20220609-20230608,票面利率:0.7%;20230609-20240608,票面利率:1.0%;20240609-20250608,票面利率:1.8%;20250609-20260608,票面利率:2.5%;20260609-20270608,票面利率:3.5%"
